ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE,mOhm
1788892,2026/8/12 12:51,MW2045B44464,A23,NULL,6,                    ,A19565,3.24E+00,1.29E-03,18134,NULL,268,0.00099
1788891,2026/8/12 12:51,MW2044B19809,A26,NULL,9,NULL,A13140,3.24E+00,8.30E-04,18523,NULL,268,0.00056
1788890,2026/8/12 12:51,MW2044B19175,A22,NULL,5,                    ,A11332,3.24E+00,1.25E-03,18273,NULL,268,0.00022
1788889,2026/8/12 12:51,MW2044B19810,A26,NULL,9,NULL,A13140,3.24E+00,8.50E-04,18601,NULL,268,0.00071
1788888,2026/8/12 12:51,MW2044B20888,A24,NULL,7,                    ,A11332,3.24E+00,1.17E-03,18214,NULL,268,0.00047
1788887,2026/8/12 12:50,MW2044B19494,C25,NULL,25,NULL,A13140,3.24E+00,9.10E-04,18616,NULL,268,0.00057
1788886,2026/8/12 12:50,MW2044B19176,A22,NULL,5,                    ,A11332,3.24E+00,1.26E-03,18348,NULL,268,0.00013
1788885,2026/8/12 12:50,MW2044B20886,A23,NULL,6,NULL,A13299,3.23E+00,1.03E-03,18682,NULL,268,0.00032
1788884,2026/8/12 12:50,MW2044B20889,A23,NULL,6,                    ,A11332,3.24E+00,1.28E-03,18240,NULL,268,0.00072
1788883,2026/8/12 12:49,MW2044B20885,A24,NULL,7,NULL,A13299,3.24E+00,9.70E-04,18456,NULL,268,0.00022
1788882,2026/8/12 12:49,MW2044B19177,A22,NULL,5,                    ,A11332,3.24E+00,1.23E-03,18329,NULL,268,0.00024
1788881,2026/8/12 12:49,MW2044B20547,A24,NULL,7,NULL,A13299,3.23E+00,9.30E-04,18618,NULL,268,0.00025
1788880,2026/8/12 12:49,MW2044B20890,A23,NULL,6,                    ,A11332,3.24E+00,1.30E-03,18345,NULL,268,0.00045
1788879,2026/8/12 12:49,MW2044B20548,A24,NULL,7,NULL,A13299,3.23E+00,9.40E-04,18602,NULL,268,0.00065
1788878,2026/8/12 12:49,MW2044B19178,A22,NULL,5,                    ,A11332,3.24E+00,1.27E-03,18340,NULL,268,0.0006
1788877,2026/8/12 12:48,MW2044B20549,C24,NULL,24,NULL,A13299,3.23E+00,8.80E-04,18651,NULL,268,0.00084
1788876,2026/8/12 12:48,MW2044B19179,A22,NULL,5,                    ,A11332,3.24E+00,1.25E-03,18295,NULL,268,0.00073
1788875,2026/8/12 12:48,MW2044B19814,A26,NULL,9,                    ,A11332,3.24E+00,9.40E-04,18337,NULL,268,0.00058
1788874,2026/8/12 12:48,MW2044B07888,A22,NULL,5,NULL,A13299,3.24E+00,9.40E-04,18482,NULL,268,0.00093
1788873,2026/8/12 12:47,MW2044B19185,A26,NULL,9,                    ,A11332,3.24E+00,9.60E-04,18377,NULL,268,0.00021
1788872,2026/8/12 12:47,MW2044B19628,C24,NULL,24,NULL,A13299,3.24E+00,9.10E-04,18656,NULL,268,0.00072
1788871,2026/8/12 12:47,MW2045B45287,A22,NULL,5,                    ,A11332,3.24E+00,1.51E-03,18164,NULL,268,0.0003
1788870,2026/8/12 12:47,MW2045B44084,A22,NULL,5,NULL,A13299,3.24E+00,9.50E-04,18798,NULL,268,0.00094
1788869,2026/8/12 12:46,MW2044B19637,ANZ,NULL,18,NULL,A13299,3.24E+00,7.60E-04,18605,NULL,268,0.00038
1788868,2026/8/12 12:43,MW2045B48002,A26,NULL,9,NULL,A13299,3.24E+00,8.30E-04,18741,NULL,268,0.00026
1788867,2026/8/12 12:43,MW2044B12975,A25,NULL,8,NULL,A13299,3.24E+00,1.03E-03,18615,NULL,268,0.00011
1788866,2026/8/12 12:43,MW2044B19811,A26,NULL,9,                    ,A11332,3.24E+00,9.50E-04,18278,NULL,268,0.00027
1788865,2026/8/12 12:42,MW2044B18779,C25,NULL,25,NULL,A13299,3.24E+00,9.10E-04,18429,NULL,268,0.00023
1788864,2026/8/12 12:42,MW2044B20800,B26,NULL,16,                    ,A05103,3.24E+00,9.70E-04,18096,NULL,268,0.00054
1788863,2026/8/12 12:42,MW2044B08030,A25,NULL,8,NULL,A13220,3.24E+00,9.90E-04,18591,NULL,268,0.00049
1788862,2026/8/12 12:42,MW2044B20799,B26,NULL,16,                    ,A05103,3.24E+00,1.07E-03,18154,NULL,268,0.00011
1788861,2026/8/12 12:41,MW2044B08083,A25,NULL,8,NULL,A13220,3.24E+00,1.02E-03,18490,NULL,268,0.0001
1788860,2026/8/12 12:34,MW2045B47981,B23,NULL,13,                    ,A05103,3.24E+00,9.10E-04,18229,NULL,268,0.00087
1788859,2026/8/12 12:34,MW2044B07931,A25,NULL,8,NULL,A13220,3.24E+00,1.01E-03,18293,NULL,268,0.00018
1788858,2026/8/12 12:34,MW2044B20798,A26,NULL,9,                    ,A05103,3.24E+00,1.14E-03,18279,NULL,268,0.00052
1788857,2026/8/12 12:34,MW2044B07930,A24,NULL,7,NULL,A13220,3.24E+00,1.03E-03,18469,NULL,268,0.00001
1788856,2026/8/12 12:33,MW2044B13132,A22,NULL,5,                    ,A05103,3.24E+00,1.00E-03,18178,NULL,268,0.00052
1788855,2026/8/12 12:33,MW2044B08082,A25,NULL,8,NULL,A13220,3.24E+00,9.80E-04,18519,NULL,268,0.00047
1788854,2026/8/12 12:33,MW2044B07859,A23,NULL,6,                    ,A05103,3.24E+00,1.07E-03,18257,NULL,268,0.00077
1788853,2026/8/12 12:33,MW2044B07929,A26,NULL,9,NULL,A13220,3.24E+00,1.02E-03,18320,NULL,268,0.00094
1788852,2026/8/12 12:33,MW2044B13130,A21,NULL,4,                    ,A05103,3.24E+00,9.50E-04,18184,NULL,268,0.00041
1788851,2026/8/12 12:32,MW2044B20587,ANZ,NULL,18,NULL,A13220,3.24E+00,7.90E-04,18500,NULL,268,0.00053
1788850,2026/8/12 12:32,MW2044B13129,A22,NULL,5,                    ,A05103,3.24E+00,8.80E-04,18275,NULL,268,0.00018
1788849,2026/8/12 12:32,MW2044B07928,A25,NULL,8,NULL,A13220,3.24E+00,9.60E-04,18411,NULL,268,0.00082
1788848,2026/8/12 12:32,MW2044B13134,A21,NULL,4,                    ,A05103,3.24E+00,9.40E-04,18072,NULL,268,0.00023
1788847,2026/8/12 12:31,MW2044B12813,A21,NULL,4,                    ,A05103,3.25E+00,8.80E-04,18020,NULL,268,0.00082
1788846,2026/8/12 12:31,MW2044B16786,ANZ,NULL,18,NULL,A13220,3.24E+00,7.60E-04,18735,NULL,268,0.0004
1788845,2026/8/12 12:31,MW2044B12982,C25,NULL,25,                    ,A05103,3.24E+00,1.05E-03,18134,NULL,268,0.00046
1788844,2026/8/12 12:31,MW2044B07927,A25,NULL,8,NULL,A13220,3.24E+00,9.30E-04,18482,NULL,268,0.0004
1788843,2026/8/12 12:31,MW2044B12976,C25,NULL,25,                    ,A05103,3.24E+00,1.16E-03,18002,NULL,268,0.00005
1788842,2026/8/12 12:30,MW2044B16652,ANZ,NULL,18,NULL,A13220,3.24E+00,7.40E-04,18748,NULL,268,0.00092
1788841,2026/8/12 12:30,MW2044B13459,A25,NULL,8,                    ,A21356,3.24E+00,1.10E-03,18092,NULL,268,0.00025
1788840,2026/8/12 12:30,MW2044B07926,A26,NULL,9,NULL,A13220,3.24E+00,9.80E-04,18566,NULL,268,0.00053
1788839,2026/8/12 12:30,MW2044B20617,B24,NULL,14,                    ,A21356,3.24E+00,8.70E-04,18243,NULL,268,0.00016
1788838,2026/8/12 12:30,MW2044B20616,ANZ,NULL,18,NULL,A07311,3.24E+00,7.50E-04,18365,NULL,268,0.00016
1788837,2026/8/12 12:29,MW2044B20618,B24,NULL,14,                    ,A21356,3.24E+00,9.20E-04,18109,NULL,268,0.00055
1788836,2026/8/12 12:29,MW2044B13460,A25,NULL,8,NULL,A07311,3.24E+00,1.02E-03,18429,NULL,268,0.0008
1788835,2026/8/12 12:29,MW2044B20619,B25,NULL,15,                    ,A21356,3.24E+00,8.80E-04,18130,NULL,268,0.00005
1788834,2026/8/12 12:29,MW2044B08415,A23,NULL,6,NULL,A07311,3.22E+00,8.30E-04,18575,NULL,268,0.0001
1788833,2026/8/12 12:29,MW2044B07910,A24,NULL,7,                    ,A21356,3.24E+00,1.02E-03,18261,NULL,268,0.00087
1788832,2026/8/12 12:28,MW2044B13461,A25,NULL,8,NULL,A07311,3.24E+00,9.80E-04,18347,NULL,268,0.00039
1788831,2026/8/12 12:28,MW2044B07911,A25,NULL,8,                    ,A21356,3.24E+00,1.01E-03,18144,NULL,268,0.00071
1788830,2026/8/12 12:28,MW2044B20876,A25,NULL,8,                    ,A21356,3.23E+00,1.08E-03,18455,NULL,268,0.00068
1788829,2026/8/12 12:28,MW2044B08416,A23,NULL,6,NULL,A07311,3.24E+00,8.20E-04,18601,NULL,268,0.00058
1788828,2026/8/12 12:27,MW2044B08032,A25,NULL,8,                    ,A21356,3.24E+00,1.04E-03,18234,NULL,268,0.00071
1788827,2026/8/12 12:27,MW2044B13462,A25,NULL,8,NULL,A07311,3.24E+00,1.07E-03,18406,NULL,268,0.00052
1788826,2026/8/12 12:27,MW2044B20397,A25,NULL,8,                    ,A21356,3.24E+00,8.60E-04,18159,NULL,268,0.00034
1788825,2026/8/12 12:27,MW2044B13463,A25,NULL,8,NULL,A07311,3.24E+00,9.80E-04,18580,NULL,268,0.00022
1788824,2026/8/12 12:27,MW2044B08035,A25,NULL,8,                    ,A21356,3.24E+00,1.05E-03,18297,NULL,268,0.00043
1788823,2026/8/12 12:26,MW2044B08411,ANZ,NULL,18,NULL,A07311,3.24E+00,8.00E-04,18543,NULL,268,0.00015
1788822,2026/8/12 12:26,MW2044B08036,A26,NULL,9,                    ,A21356,3.24E+00,1.06E-03,18449,NULL,268,0.00066
1788821,2026/8/12 12:26,MW2044B13397,A25,NULL,8,NULL,A07311,3.24E+00,8.60E-04,18491,NULL,268,0.00025
1788820,2026/8/12 12:26,MW2044B20786,A25,NULL,8,                    ,A21356,3.24E+00,1.00E-03,18257,NULL,268,0.00071
1788819,2026/8/12 12:25,MW2044B08273,C23,NULL,23,NULL,A07311,3.23E+00,9.80E-04,18435,NULL,268,0.00019
1788818,2026/8/12 12:25,MW2044B11445,A26,NULL,9,                    ,A10628,3.24E+00,1.01E-03,18125,NULL,268,0.00037
1788817,2026/8/12 12:25,MW2044B11366,A24,NULL,7,NULL,A07311,3.24E+00,8.80E-04,18608,NULL,268,0.00038
1788816,2026/8/12 12:25,MW2044B11434,A26,NULL,9,                    ,A10628,3.24E+00,8.60E-04,18126,NULL,268,0.00096
1788815,2026/8/12 12:25,MW2044B08511,ANZ,NULL,18,NULL,A07311,3.24E+00,7.90E-04,18490,NULL,268,0.00039
1788814,2026/8/12 12:25,MW2044B11430,A26,NULL,9,                    ,A10628,3.24E+00,8.80E-04,18039,NULL,268,0.00056
1788813,2026/8/12 12:24,MW2044B11433,ANZ,NULL,18,NULL,A20312,3.24E+00,7.60E-04,18562,NULL,268,0.00045
1788812,2026/8/12 12:24,MW2044B11429,A26,NULL,9,                    ,A10628,3.24E+00,8.60E-04,18084,NULL,268,0.00062
1788811,2026/8/12 12:24,MW2044B11432,ANZ,NULL,18,NULL,A20312,3.24E+00,7.50E-04,18551,NULL,268,0.00062
1788810,2026/8/12 12:24,MW2044B11426,A26,NULL,9,                    ,A10628,3.24E+00,8.50E-04,18099,NULL,268,0.00094
1788809,2026/8/12 12:23,MW2044B11443,A26,NULL,9,NULL,A20312,3.24E+00,9.00E-04,18493,NULL,268,0.00069
1788808,2026/8/12 12:23,MW2044B11428,A25,NULL,8,                    ,A10628,3.24E+00,9.60E-04,18077,NULL,268,0.00092
1788807,2026/8/12 12:23,MW2044B11444,A26,NULL,9,NULL,A20312,3.24E+00,8.80E-04,18475,NULL,268,0.00035
1788806,2026/8/12 12:23,MW2044B11427,A26,NULL,9,                    ,A10628,3.24E+00,8.30E-04,18053,NULL,268,0.00051
1788805,2026/8/12 12:22,MW2044B11436,ANZ,NULL,18,NULL,A20312,3.24E+00,7.60E-04,18544,NULL,268,0.00088
1788804,2026/8/12 12:22,MW2044B11329,A25,NULL,8,                    ,A10628,3.24E+00,9.80E-04,18051,NULL,268,0.00015
1788803,2026/8/12 12:22,MW2044B11230,A24,NULL,7,NULL,A20312,3.24E+00,9.20E-04,18703,NULL,268,0.00048
1788802,2026/8/12 12:22,MW2044B13591,A26,NULL,9,                    ,A10628,3.24E+00,8.80E-04,18289,NULL,268,0.0003
1788801,2026/8/12 12:22,MW2044B11335,A25,NULL,8,                    ,A10628,3.24E+00,1.05E-03,18368,NULL,268,0.00025
1788800,2026/8/12 12:21,MW2044B08399,ANZ,NULL,18,NULL,A20312,3.24E+00,7.40E-04,18547,NULL,268,0.00075
1788799,2026/8/12 12:21,MW2044B11446,A26,NULL,9,                    ,A10628,3.24E+00,1.01E-03,18029,NULL,268,0.00043
1788798,2026/8/12 12:21,MW2044B08400,ANZ,NULL,18,NULL,A20312,3.24E+00,7.60E-04,18560,NULL,268,0.00086
1788797,2026/8/12 12:21,MW2044B13539,A25,NULL,8,                    ,A10628,3.24E+00,9.20E-04,18284,NULL,268,0.00036
1788796,2026/8/12 12:21,MW2044B08401,ANZ,NULL,18,NULL,A20312,3.24E+00,7.60E-04,18560,NULL,268,0.0008
1788795,2026/8/12 12:20,MW2045B45089,A22,NULL,5,                    ,A07309,3.24E+00,1.14E-03,18081,NULL,268,0.00083
1788794,2026/8/12 12:20,MW2044B08402,ANZ,NULL,18,NULL,A20312,3.24E+00,7.50E-04,18567,NULL,268,0.00001
1788793,2026/8/12 12:20,MW2044B20418,A25,NULL,8,                    ,A07309,3.24E+00,8.30E-04,18289,NULL,268,0.00061
1788792,2026/8/12 12:20,MW2044B16658,ANZ,NULL,18,NULL,A20312,3.24E+00,8.00E-04,18505,NULL,268,0.0008
1788791,2026/8/12 12:20,MW2044B20906,A25,NULL,8,                    ,A07309,3.23E+00,9.40E-04,18324,NULL,268,0.00053
1788790,2026/8/12 12:19,MW2044B13457,A24,NULL,7,NULL,A20312,3.24E+00,1.01E-03,18480,NULL,268,0.00032
1788789,2026/8/12 12:19,MW2044B19612,A22,NULL,5,                    ,A07309,3.24E+00,1.00E-03,18394,NULL,268,0.00069
1788788,2026/8/12 12:19,MW2044B08403,A25,NULL,8,NULL,A16941,3.24E+00,8.70E-04,18520,NULL,268,0.00023
1788787,2026/8/12 12:19,MW2044B08445,A25,NULL,8,                    ,A07309,3.24E+00,9.00E-04,18243,NULL,268,0.00084
1788786,2026/8/12 12:18,MW2044B13418,A26,NULL,9,NULL,A16941,3.24E+00,8.40E-04,18561,NULL,268,0.00019
1788785,2026/8/12 12:18,MW2044B13446,A25,NULL,8,                    ,A07309,3.24E+00,1.02E-03,18010,NULL,268,0.00054
1788784,2026/8/12 12:18,MW2044B13474,ANZ,NULL,18,NULL,A16941,3.24E+00,8.00E-04,18500,NULL,268,0.00069
1788783,2026/8/12 12:18,MW2044B13447,A25,NULL,8,                    ,A07309,3.24E+00,1.03E-03,18167,NULL,268,0.00017
1788782,2026/8/12 12:17,MW2044B13475,A25,NULL,8,NULL,A16941,3.24E+00,8.60E-04,18599,NULL,268,0.00063
1788781,2026/8/12 12:17,MW2044B08283,A25,NULL,8,                    ,A07309,3.24E+00,8.40E-04,18074,NULL,268,0.00093
1788780,2026/8/12 12:17,MW2044B13454,A24,NULL,7,                    ,A07309,3.24E+00,1.11E-03,18051,NULL,268,0.00004
1788779,2026/8/12 12:17,MW2044B13476,A25,NULL,8,NULL,A16941,3.24E+00,1.01E-03,18442,NULL,268,0.0009
1788778,2026/8/12 12:17,MW2044B13453,A25,NULL,8,                    ,A07309,3.24E+00,1.04E-03,17958,NULL,268,0.00023
1788777,2026/8/12 12:16,MW2044B13477,A25,NULL,8,NULL,A16941,3.24E+00,8.70E-04,18380,NULL,268,0.00012
1788776,2026/8/12 12:16,MW2044B13455,A25,NULL,8,                    ,A07309,3.24E+00,1.10E-03,17952,NULL,268,0.00024
1788775,2026/8/12 12:16,MW2044B13478,A25,NULL,8,NULL,A16941,3.24E+00,8.40E-04,18597,NULL,268,0.0004
1788774,2026/8/12 12:16,MW2044B13456,A25,NULL,8,                    ,A07309,3.24E+00,1.09E-03,17930,NULL,268,0.00022
1788773,2026/8/12 12:16,MW2044B13479,A25,NULL,8,NULL,A16941,3.24E+00,1.01E-03,18497,NULL,268,0.00041
1788772,2026/8/12 12:15,MW2044B13603,A26,NULL,9,                    ,A14273,3.24E+00,8.70E-04,18270,NULL,268,0.00094
1788771,2026/8/12 12:15,MW2044B13448,A25,NULL,8,NULL,A16941,3.24E+00,9.40E-04,18419,NULL,268,0.00038
1788770,2026/8/12 12:15,MW2044B11425,A25,NULL,8,                    ,A14273,3.24E+00,8.50E-04,18091,NULL,268,0.00054
1788769,2026/8/12 12:15,MW2044B13449,A25,NULL,8,NULL,A16941,3.24E+00,9.50E-04,18496,NULL,268,0.00076
1788768,2026/8/12 12:15,MW2044B11336,A24,NULL,7,                    ,A14273,3.24E+00,1.09E-03,18203,NULL,268,0.00056
1788767,2026/8/12 12:14,MW2044B13450,A25,NULL,8,NULL,A16941,3.24E+00,9.80E-04,18456,NULL,268,0.0002
1788766,2026/8/12 12:14,MW2044B11494,A25,NULL,8,                    ,A14273,3.24E+00,9.10E-04,18193,NULL,268,0.00032
1788765,2026/8/12 12:14,MW2044B13451,A25,NULL,8,NULL,A16941,3.24E+00,9.70E-04,18400,NULL,268,0.00017
1788764,2026/8/12 12:14,MW2045B45078,A22,NULL,5,                    ,A14273,3.24E+00,1.14E-03,18141,NULL,268,0.00088
1788763,2026/8/12 12:13,MW2045B01753,A25,NULL,8,NULL,A15262,3.23E+00,9.10E-04,18656,NULL,268,0.00061
1788762,2026/8/12 12:13,MW2044B11512,A25,NULL,8,                    ,A14273,3.24E+00,9.30E-04,18103,NULL,268,0.00095
1788761,2026/8/12 12:13,MW2045B02058,ANZ,NULL,18,NULL,A15262,3.23E+00,7.00E-04,18337,NULL,268,0.00056
1788760,2026/8/12 12:13,MW2044B11511,A25,NULL,8,                    ,A14273,3.24E+00,9.30E-04,18105,NULL,268,0.0001
1788759,2026/8/12 12:12,MW2044B18678,B22,NULL,12,NULL,A15262,3.24E+00,1.01E-03,18448,NULL,268,0.00065
1788758,2026/8/12 12:12,MW2045B45080,A21,NULL,4,                    ,A14273,3.24E+00,1.21E-03,18019,NULL,268,0.00022
1788757,2026/8/12 12:12,MW2045B02057,A27,NULL,10,NULL,A15262,3.23E+00,9.00E-04,18535,NULL,268,0.00088
1788756,2026/8/12 12:12,MW2044B11503,A25,NULL,8,                    ,A14273,3.24E+00,9.10E-04,18028,NULL,268,0.00022
1788755,2026/8/12 12:11,MW2044B18680,B21,NULL,11,NULL,A15262,3.24E+00,1.04E-03,18690,NULL,268,0.00066
1788754,2026/8/12 12:11,MW2045B45082,B22,NULL,12,                    ,A14273,3.24E+00,1.13E-03,18096,NULL,268,0.00094
1788753,2026/8/12 12:11,MW2045B00698,ANZ,NULL,18,NULL,A15262,3.23E+00,7.40E-04,18604,NULL,268,0.00097
1788752,2026/8/12 12:11,MW2044B11501,A26,NULL,9,                    ,A14273,3.24E+00,8.60E-04,18168,NULL,268,0.00023
1788751,2026/8/12 12:10,MW2045B00697,ANZ,NULL,18,NULL,A15262,3.23E+00,7.40E-04,18694,NULL,268,0.00075
1788750,2026/8/12 12:10,MW2044B13452,A25,NULL,8,                    ,A14273,3.24E+00,1.05E-03,18090,NULL,268,0.00099
1788749,2026/8/12 12:10,MW2045B49950,B23,NULL,13,NULL,A15262,3.24E+00,8.70E-04,18387,NULL,268,0.00082
1788748,2026/8/12 12:10,MW2045B00526,A26,NULL,9,                    ,A16031,3.23E+00,9.20E-04,18250,NULL,268,0.00002
1788747,2026/8/12 12:10,MW2045B00757,ANZ,NULL,18,NULL,A15262,3.23E+00,7.80E-04,18648,NULL,268,0.00089
1788746,2026/8/12 12:09,MW2045B01835,A25,NULL,8,                    ,A16031,3.23E+00,1.05E-03,18198,NULL,268,0.0007
1788745,2026/8/12 12:09,MW2045B49952,B21,NULL,11,NULL,A15262,3.24E+00,1.00E-03,18543,NULL,268,0.00002
1788744,2026/8/12 12:09,MW2045B01837,A26,NULL,9,                    ,A16031,3.23E+00,1.03E-03,18127,NULL,268,0.00017
1788743,2026/8/12 12:09,MW2044B00414,A26,NULL,9,NULL,A15262,3.23E+00,8.30E-04,18419,NULL,268,0.00009
1788742,2026/8/12 12:05,MW2045B00546,A26,NULL,9,                    ,A16031,3.23E+00,8.90E-04,18133,NULL,268,0.00028
1788741,2026/8/12 12:05,MW2044B00412,ANZ,NULL,18,NULL,A15262,3.23E+00,7.70E-04,18499,NULL,268,0.00064
1788740,2026/8/12 12:05,MW2045B02010,A22,NULL,5,                    ,A16031,3.23E+00,1.30E-03,18205,NULL,268,0.00099
1788739,2026/8/12 12:05,MW2045B00527,ANZ,NULL,18,NULL,A05093,3.23E+00,7.40E-04,18439,NULL,268,0.00058
1788738,2026/8/12 12:05,MW2045B02006,A21,NULL,4,                    ,A16031,3.23E+00,1.67E-03,18263,NULL,268,0.00094
1788737,2026/8/12 12:04,MW2045B00525,ANZ,NULL,18,NULL,A05093,3.23E+00,7.70E-04,18643,NULL,268,0.00024
1788736,2026/8/12 12:04,MW2045B00191,A27,NULL,10,                    ,A16031,3.23E+00,9.10E-04,18201,NULL,268,0.00091
1788735,2026/8/12 12:04,MW2045B00306,ANZ,NULL,18,NULL,A05093,3.23E+00,8.00E-04,18640,NULL,268,0.00059
1788734,2026/8/12 12:04,MW2045B01831,A26,NULL,9,                    ,A16031,3.23E+00,1.00E-03,18128,NULL,268,0.00027
1788733,2026/8/12 12:04,MW2045B00551,ANZ,NULL,18,NULL,A05093,3.23E+00,7.30E-04,18517,NULL,268,0.00047
1788732,2026/8/12 12:03,MW2045B00557,B26,NULL,16,                    ,A16031,3.23E+00,8.50E-04,18346,NULL,268,0.00042
1788731,2026/8/12 12:03,MW2045B00552,A25,NULL,8,NULL,A05093,3.23E+00,8.30E-04,18478,NULL,268,0.00035
1788730,2026/8/12 12:03,MW2045B00556,B25,NULL,15,                    ,A16031,3.23E+00,9.70E-04,18210,NULL,268,0.00093
1788729,2026/8/12 12:03,MW2045B00553,ANZ,NULL,18,NULL,A05093,3.23E+00,7.20E-04,18577,NULL,268,0.00091
1788728,2026/8/12 12:03,MW2044B00410,CHH,NULL,20,                    ,A16031,3.23E+00,8.30E-04,18372,NULL,268,0.00028
1788727,2026/8/12 12:02,MW2045B44563,A25,NULL,8,NULL,A05093,3.24E+00,1.09E-03,18756,NULL,268,0.00092
1788726,2026/8/12 12:02,MW2044B00411,CHH,NULL,20,                    ,A16031,3.23E+00,8.40E-04,18333,NULL,268,0.00083
1788725,2026/8/12 12:02,MW2045B00237,A26,NULL,9,                    ,A16155,3.23E+00,8.30E-04,18450,NULL,268,0.00008
1788724,2026/8/12 12:02,MW2045B00259,ANZ,NULL,18,NULL,A05093,3.23E+00,7.30E-04,18667,NULL,268,0.00047
1788723,2026/8/12 12:01,MW2044B11585,A25,NULL,8,                    ,A16155,3.24E+00,1.00E-03,18195,NULL,268,0.00002
1788722,2026/8/12 12:01,MW2045B44564,A25,NULL,8,NULL,A05093,3.24E+00,1.01E-03,18845,NULL,268,0.00019
1788721,2026/8/12 12:01,MW2045B02041,A26,NULL,9,NULL,A05093,3.23E+00,8.90E-04,18394,NULL,268,0.00074
1788720,2026/8/12 12:01,MW2045B44567,A25,NULL,8,                    ,A16155,3.24E+00,1.14E-03,18257,NULL,268,0.00027
1788719,2026/8/12 12:00,MW2045B44565,A26,NULL,9,NULL,A05093,3.24E+00,1.01E-03,18698,NULL,268,0.00077
1788718,2026/8/12 11:59,MW2045B00561,B25,NULL,15,NULL,A05093,3.23E+00,8.60E-04,18518,NULL,268,0.00075
1788717,2026/8/12 11:59,MW2044B11583,A25,NULL,8,NULL,A21308,3.24E+00,9.60E-04,18435,NULL,268,0.00058
1788716,2026/8/12 11:59,MW2045B44566,A25,NULL,8,                    ,A16155,3.24E+00,1.09E-03,18236,NULL,268,0.00018
1788715,2026/8/12 11:58,MW2044B01055,A25,NULL,8,                    ,A16155,3.24E+00,8.40E-04,18382,NULL,268,0.00064
1788714,2026/8/12 11:58,MW2044B11584,A25,NULL,8,NULL,A21308,3.24E+00,9.30E-04,18973,NULL,268,0.00028
1788713,2026/8/12 11:58,MW2044B00416,B26,NULL,16,                    ,A16155,3.23E+00,9.50E-04,18390,NULL,268,0.00025
1788712,2026/8/12 11:58,MW2045B00257,ANZ,NULL,18,NULL,A21308,3.23E+00,7.70E-04,18458,NULL,268,0.00086
1788711,2026/8/12 11:57,MW2044B01057,A26,NULL,9,                    ,A16155,3.24E+00,8.80E-04,18443,NULL,268,0.00052
1788710,2026/8/12 11:57,MW2044B11555,O,NULL,1,NULL,A21308,0.00E+00,0.00E+00,18572,NULL,268,0.00033
1788709,2026/8/12 11:57,MW2045B00299,B26,NULL,16,                    ,A16155,3.23E+00,8.40E-04,18197,NULL,268,0.00068
1788708,2026/8/12 11:57,MW2045B01976,C21,NULL,21,                    ,A16155,3.23E+00,1.64E-03,18105,NULL,268,0.0006
1788707,2026/8/12 11:56,MW2045B00565,A26,NULL,9,                    ,A16155,3.23E+00,8.90E-04,18172,NULL,268,0.00037
1788706,2026/8/12 11:56,MW2045B01974,C21,NULL,21,                    ,A16155,3.24E+00,1.28E-03,17997,NULL,268,0.00011
1788705,2026/8/12 11:56,MW2045B00258,ANZ,NULL,18,NULL,A21308,3.23E+00,7.70E-04,18689,NULL,268,0.0005
1788704,2026/8/12 11:55,MW2045B00563,B25,NULL,15,                    ,A16155,3.23E+00,8.30E-04,18300,NULL,268,0.00064
1788703,2026/8/12 11:55,MW2044B11554,A24,NULL,7,NULL,A21308,3.24E+00,9.40E-04,18676,NULL,268,0.00017
1788702,2026/8/12 11:55,MW2045B01624,A25,NULL,8,                    ,A12323,3.23E+00,1.11E-03,18223,NULL,268,0.00063
1788701,2026/8/12 11:55,MW2044B01054,ANZ,NULL,18,NULL,A21308,3.23E+00,7.50E-04,18862,NULL,268,0.00012
1788700,2026/8/12 11:55,MW2045B01623,A27,NULL,10,                    ,A12323,3.23E+00,9.50E-04,18264,NULL,268,0.00021
1788699,2026/8/12 11:54,MW2044B01029,ANZ,NULL,18,NULL,A21308,3.23E+00,8.00E-04,18469,NULL,268,0.00051
1788698,2026/8/12 11:54,MW2044B01207,A23,NULL,6,                    ,A12323,3.24E+00,1.44E-03,18335,NULL,268,0.00055
1788697,2026/8/12 11:54,MW2044B01028,A25,NULL,8,NULL,A21308,3.23E+00,8.60E-04,18576,NULL,268,0.00035
1788696,2026/8/12 11:54,MW2044B01208,A22,NULL,5,                    ,A12323,3.24E+00,1.46E-03,18333,NULL,268,0.00034
1788695,2026/8/12 11:53,MW2045B01944,A27,NULL,10,                    ,A12323,3.23E+00,9.30E-04,18111,NULL,268,0.0005
1788694,2026/8/12 11:53,MW2044B01027,A25,NULL,8,NULL,A21308,3.23E+00,9.00E-04,18531,NULL,268,0.00043
1788693,2026/8/12 11:53,MW2045B01945,A25,NULL,8,                    ,A12323,3.23E+00,1.07E-03,17998,NULL,268,0.00032
1788692,2026/8/12 11:53,MW2044B01015,ANZ,NULL,18,NULL,A21308,3.23E+00,7.10E-04,18448,NULL,268,0.00028
1788691,2026/8/12 11:53,MW2045B01839,C25,NULL,25,                    ,A12323,3.22E+00,1.12E-03,18077,NULL,268,0.00007
